NO,NAMA PPIU,NOMOR SK,KONTAK & ALAMAT,CABANG,
2087,"PT. OMAH WISATA AMANAH
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","07022300602390001
TGL SK: 30-09-2024
DIREKTUR: MUHAMMAD RIDWAN","RUKO URBANA PLACE B-15, JL. MERPATI RAYA RT-RW: 001-001, KELURAHAN SAWAH BARU, KECAMATAN CIPUTAT, KOTA TANGERANG SELATAN, BANTEN. TELEPON : 08111061745 EMAIL : OMAHWISATA1@GMAIL.COM",0,Detail
2088,"PT. OMARA BERKAH NUGRAHA
Akreditasi: B
Tgl Akreditasi: 05-01-2023
Lembaga Akreditasi: PT INTI MULTIMA SERTIFIKASI
STATUS DAFTAR HITAM: TIDAK","NOMOR 948 TAHUN 2019
TGL SK: 24-10-2019
DIREKTUR: TETI SOFIYAH","JL. HEGARMANAH CIKENDI DALAM NO. 9, RT 005 RW 003, KEL. HEGARMANAH, KEC. CIDADAP, KOTA BANDUNG, JAWA BARAT, TELP. (022) 2041926 FAX. (022) 2032821 EMAIL: OMARATOURS@GMAIL.COM",0,Detail
2089,"PT. OMARAH BERKAHNUGRAHA INTERNASIONAL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91204039909290009
TGL SK: 06-12-2023
DIREKTUR: ZAKIA MELDA","POIN SQUARE MALL LT. 1-60.- NO. 78 JALAN R.A KARTINI RT-RW: 000-000, KELURAHAN LEBAK BULUS, KECAMATAN CILANDAK, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA. TELEPON : 02127899197 EMAIL : PTOMARAHBERKAH.NI@GMAIL.COM",0,Detail
2090,"PT. OMARUMI MITRA WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","11112100301130003
TGL SK: 30-04-2022
DIREKTUR: FAWZIAH SUCI RAMADHANI","KOMPLEKS DELTA MAS II BLOK F NOMOR 15 RT-RW: 008-007, KELURAHAN BATUA, KECAMATAN MANGGALA, KOTA MAKASSAR, SULAWESI SELATAN TELP. 081242943929 EMAIL: TRAVELTAKITAA@GMAIL.COM",0,Detail
2091,"PT. ONTIKET AMANAH DIGITA
Akreditasi: A
Tgl Akreditasi: 01-08-2020
Lembaga Akreditasi: PT. EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.315 TAHUN 2020
TGL SK: 24-09-2020
DIREKTUR: ALFITRI","JL. ADINEGORO NO. 33, RT. 004, RW. 008, BATANG KABUNG GANTING - KOTO TANGAH - PADANG PROVINSI SUMATERA BARAT TELP. 0751 483205-08126777452 EMAIL: PTONTIKETAMANAHDIGITA@GMAIL.COM",0,Detail
2092,"PT. OOMKOMARIYAH UMROH TOUR TRAVEL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","21112201419780001
TGL SK: 30-03-2023
DIREKTUR: OOM KOMARIYAH","JALAN LINGKAR SELATAN BLOK A NOMOR 4 RT-RW OO5-006, KELURAHAN KADALEMAN, KECAMATAN CIBEBER, KOTA CILEGON, BANTEN. TELEPON : 081316965165 EMAIL: PT.OUMROHTOURTRAVEL@GMAIL.COM",0,Detail
2093,"PT. ORANYE PATRIA WISATA
Akreditasi: A
Tgl Akreditasi: 25-10-2024
Lembaga Akreditasi: PT EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR 72 TAHUN 2020
TGL SK: 12-02-2020
DIREKTUR: H. MOHAMMAD","JL. RAYA CONDET NO. 12, RT. 004/005, KEL. CILILITAN, KEC. KRAMAT JATI, KOTA ADM JAKARTA TIMUR, DKI JAKARTA, TELP. (021) 80886645, FAX. (021) 80886645, EMAIL: ORANYEPATRIAWISATA@GMAIL.COM",0,Detail
2094,"PT. ORIANA CAKRAWALA
Akreditasi: B
Tgl Akreditasi: 22-09-2022
Lembaga Akreditasi: PT TIRTA MURNI SERTIFIKASI
STATUS DAFTAR HITAM: TIDAK","NOMOR 669 TAHUN 2018
TGL SK: 15-11-2018
DIREKTUR: ANDI PRATAMA","PT. ORIANA CAKRAWALA LT. 1, JL. BRIGJEND KATAMSO NO. 33, RT-RW. 004-09, KEL. KOTA BAMBU SELATAN, KEC. PALMERAH, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA, TELP. (021) 29414761, FAX. (021) 29414762, EMAIL: ORIANACAKRAWALA67@YAHOO.COM",0,Detail
2095,"PT. OZMAN WISATA INTERNASIONAL
Akreditasi: B
Tgl Akreditasi: 14-10-2019
Lembaga Akreditasi: Kemenag
STATUS DAFTAR HITAM: TIDAK","NOMOR 131 TAHUN 2020
TGL SK: 25-02-2020
DIREKTUR: LANJAR","DUSUN JETIS, RT. 003 RW. 001, DESA WONOREJO, KECAMATAN POLOKARTO, KABUPATEN SUKOHARJO, PROVINSI JAWA TENGAH TELP. (0271) 6714100 EMAIL: OZMANWISATA@GMAIL.COM",0,Detail
2096,"PT. PACTO
Akreditasi: B
Tgl Akreditasi: 27-07-2017
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR 425 TAHUN 2018
TGL SK: 10-07-2018
DIREKTUR: HJ. RATNA HASMAIDA RAUDAHAN NING","GD. HOTEL GRAND SAHID JAYA LT. 2, ARCADE S2 JL. JEND SUDIRMAN NO. 86, RT-RW. 001-001, KEL. KARET TENGSIN, KEC. TANAH ABANG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA TELP.(021) 7196550 FAX. (021) 7193132, 7193133 EMAIL:INFO@PACTOLTD.COM",0,Detail
2097,"PT. PAHALA MANDIRI WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91201061106720003 (91201061106720003)
TGL SK: 23-02-2024
DIREKTUR: HARIS BAEHAQI","JL. RAYA KELAPA DUA WETAN NO. 5 RT/RW: 002/005, KELURAHAN KELAPA DUA WETAN, KECAMATAN CIRACAS, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA. TELEPON : 081386141491 EMAIL : PAHALATUR@GMAIL.COM",0,Detail
2098,"PT. PAIPAI JAYA ABADI
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","07092100403140007
TGL SK: 08-09-2023
DIREKTUR: GHANTO YUYU ERYARNI","JALAN RC VETERAN RAYA NOMOR 6-B RT-RW: 003-011, KELURAHAN BINTARO, KECAMATAN PESANGGRAHAN, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA. TELEPON : 081381408152 EMAIL : YUYUPAIPAI17@GMAIL.COM",0,Detail
2099,"PT. PAKSI NAGALIMAN WISATA
Akreditasi: B
Tgl Akreditasi: 31-12-2019
Lembaga Akreditasi: KEMENAG
STATUS DAFTAR HITAM: TIDAK","NOMOR U.72 TAHUN 2021
TGL SK: 09-02-2021
DIREKTUR: PRAMAJUDITYA",GRAND WIJAYA CENTER JL. WIJAYA II BLOK F NO. 83 B KEBAYORAN BARU. JAKARTA SELATAN TELP: 021 2751 5006 EMAIL: INFO@PAKSITOUR.COM,1,Detail
2100,"PT. PAKUAN JAYA SAFARI
Akreditasi: B
Tgl Akreditasi: 16-10-2020
Lembaga Akreditasi: PT. IRQA INDONESIA
STATUS DAFTAR HITAM: TIDAK","NOMOR U.534 TAHUN 2020
TGL SK: 06-12-2020
DIREKTUR: DRS. YANA HADIANSYAH","JL. GERBANG SINAI RAYA BLOK O.3-19, KEL. KELAPA DUA, KEC. KELAPA DUA, KAB. TANGERANG, BANTEN",0,Detail
2101,"PT. PANAMITRA TOUR & TRAVEL
Akreditasi: B
Tgl Akreditasi: 02-09-2020
Lembaga Akreditasi: PT. SUCOFINDO (PERSERO) SBU SERTIFIKASI & ECO FRAMEWORK
STATUS DAFTAR HITAM: TIDAK","NOMOR U.121 TAHUN 2022
TGL SK: 30-12-2022
DIREKTUR: ALI SALEH MOHAMMED ALI JABER","Jl. JATINEGARA BARAT No. 169 Rt. 005, Rw. 003, KELURAHAN. BALI MESTER , KECAMATAN . JATINEGARA TIMUR, JAKARTA TIMUR, DKI JAKARTA , TELEPON: 0218576809, 22864859, Email: TRAVEL.ALBALADALAMEEN@GMAIL.COM",0,Detail
2102,"PT. PANCA MITRA INTEGRITY
Akreditasi: B
Tgl Akreditasi: 27-12-2023
Lembaga Akreditasi: PT EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.289 TAHUN 2021
TGL SK: 21-06-2021
DIREKTUR: NURACHMAN","JALAN GRAHA RAYA BUNGA RC 1 NO. 08, PASAR SEGAR GRAHA RAYA BINTARO KELURAHAN PONDOK JAGUNG TIMUR KECAMATAN SERPONG UTARA KOTA TANGERANG SELATAN PROVINSI BANTEN, INDONESIA TELEPON : 02127563296 EMAIL : PTPANCAMITRAINTEGRITY@GMAIL.COM",0,Detail
2103,"PT. PANCA PANRITA PERKASA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","29092200425730001
TGL SK: 04-11-2022
DIREKTUR: MUH.AKBAR, A.Md","JALAN PERINTIS KEMERDEKAAN 9 NOMOR 3 MAKASSAR RT-RW: 001-009, KELURAHAN TAMALANREA INDAH, KECAMATAN TAMALANREA, KOTA MAKASSAR, SULAWESI SELATAN ARNIBAHAR99@GMAIL.COM 08114140704",0,Detail
2104,"PT. PANCA TRAVEL INDONESIA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","23022200340460019
TGL SK: 06-10-2024
DIREKTUR: WULAN AGNI RAHAYU","SITUSARI 2 NO 15A RT-RW: 004-007, KELURAHAN CIJAGRA, KECAMATAN LENGKONG, KOTA BANDUNG, JAWA BARAT. TELEPON ; 085163636125 EMAIL ; PANCA.TRAVELINDONESIA@GMAIL.COM",0,Detail
2105,"PT. PANCAR NI MAH
Akreditasi: B
Tgl Akreditasi: 31-12-2019
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR U.12 TAHUN 2020
TGL SK: 02-03-2020
DIREKTUR: HULAIFI MUHAMMAD","JL. A. Yani Km. 39, Kelurahan Jawa, Kec. Martapura, Kab. Banjar, Kalimantan Selatan",0,Detail
2106,"PT. PANCAROBA PAGUN WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","13122301262440001
TGL SK: 20-06-2024
DIREKTUR: ASWANDI","JL. SD MODEL SEKAYU BELAKANG TERMINAL RANDIK RT-RW: 15-06, KELURAHAN KAYU ARA, KECAMATAN SEKAYU, KAB. MUSI BANYUASIN, SUMATERA SELATAN. TELEPON : 0811712151 EMAIL : INFO.PPWISATA@GMAIL.COM",0,Detail
2107,"PT. PANDAWA MANDIRI WISATA
Akreditasi: B
Tgl Akreditasi: 12-01-2024
Lembaga Akreditasi: PT Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","NOMOR U.451 TAHUN 2021
TGL SK: 14-10-2021
DIREKTUR: H. HERI SETYADI",TAMAN WISMA ASRI BLOK A4 JL. MANGGA KWENI NO. 53 RT. 006/014 TELUK PUCUNG - BEKASI UTARA KOTA BEKASI 17121 PROV. JAWA BARAT ADMPANDAWAMANDIRIWISATA@GMAIL.COM,1,Detail
2108,"PT. PANDAWA UMROH SYIAR BAITULLOH
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","19042300060570002
TGL SK: 08-07-2024
DIREKTUR: NUR HIDAYAH","JL. RAYA SUKOWATI, BENDUNGAN RT-RW: 013-005, KELURAHAN PILANGSARI, KECAMATAN NGRAMPAL, KAB. SRAGEN, JAWA TENGAH. TELEPON ; 081344032035 EMAIL : PANDAWAUMROH.SB@GMAIL.COM",0,Detail
2109,"PT. PANDI KENCANA MURNI
Akreditasi: B
Tgl Akreditasi: 24-02-2020
Lembaga Akreditasi: KEMENAG
STATUS DAFTAR HITAM: TIDAK","NOMOR U.142 TAHUN 2020
TGL SK: 15-06-2020
DIREKTUR: H HAMIMZAR ARIF S SOS","RUKAN BISNIS KIRANA CAWANG BLOK A-5 JALAN DI. PANDJAITAN KAV. 48 RT/RW 08/02 KELURAHAN CIPINANG CEMPEDAK, KECAMATAN JATINEGARA, KOTA ADMINISTRASI JAKARTA TIMUR, PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA TELP. 02129067433 EMAIL: PAKEM_TOURS@YAHOO.CO.ID",16,Detail
2110,"PT. PANDU AS SHOFA
Akreditasi: B
Tgl Akreditasi: 17-09-2020
Lembaga Akreditasi: PT. INTI MULTIMA SERTIFIKASI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.491 TAHUN 2020
TGL SK: 06-12-2020
DIREKTUR: BELLINDA FIRHANDINI",PURI SENTRA NIAGA JLN. TARUM BARAT BLOK A 14 KALIMALANG RT/RW 012/007 KEL. CIPINANG MELAYU KEC. MAKASAR KOTA ADMINISTRASI JAKARTA TIMUR,0,Detail
2111,"PT. PANDU PRIMA AMANAH
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","13102201938420001
TGL SK: 10-02-2023
DIREKTUR: HELMY FAISAL","SENTRA TIMUR RESIDENCE COMMERCIAL PARK 2 NOMOR 9 RT-RW: 00-06, KELURAHAN PULO GEBANG, KECAMATAN CAKUNG, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA PANDUPRIMA.AMANAH@GMAIL.COM 02122830306",0,Detail
2112,"PT. PANGHEGAR PUTRA SAPTAWISATA
Akreditasi: B
Tgl Akreditasi: 10-11-2020
Lembaga Akreditasi: PT. TIRTA MURNI SERTIFIKASI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.532 TAHUN 2020
TGL SK: 06-12-2020
DIREKTUR: MUSLIM ISKANDAR MUHAMMAD","JL. MERDEKA NO. 2 RT. 01-05, KEL, BRAGA, KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT, TELP. (022) 4224685, FAX. (022) 4205554, EMAIL: INFO@PANGHEGARTOUR.COM",0,Detail
2113,"PT. PANGLIMA EKSPRES BIRO PERJALANAN WISATA
Akreditasi: B
Tgl Akreditasi: 28-03-2018
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","14052200034750007 (NOMOR 171 TAHUN 2019)
TGL SK: 24-10-2024
DIREKTUR: IRMA FATRIJANI, SE","JL. NGAGEL JAYA NO. 10, KEL. PUCANG SEWU, KEC. GUBENG, PEM. KOTA SURABAYA, JAWA TIMUR TELP.081234569371 EMAIL: PANGLIMATOUR@GMAIL.COM",0,Detail
2114,"PT. PANGUJI LUHUR UTAMA
Akreditasi: A
Tgl Akreditasi: 12-11-2021
Lembaga Akreditasi: PT. Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","""NOMOR 245 TAHUN 2018 (NOMOR U.44 TAHUN 2020)""
TGL SK: 31-03-2020
DIREKTUR: AHMAD FAHMI FADOL BAWAZIR",JL. PAHLAWAN REVOLUSI UJUNG NO. 10FF KEL. PONDOK BAMBU KEC. DUREN SAWIT KOTA ADM. JAKARTA TIMUR PROVINSI DKI JAKARTA TELP. 02121285351 EMAIL: INFO@PALUMA.CO.ID,0,Detail
2115,"PT. PANJI MAS WISATA
Akreditasi: A
Tgl Akreditasi: 23-03-2017
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR U.469 TAHUN 2021 (NOMOR 456 TAHUN 2017)
TGL SK: 13-10-2021
DIREKTUR: ALIP SETYO WIBOWO","ALIP SETYO WIBOWO ALAMAT : JL. TEBET RAYA NO. 32 RT. 009 RW. 004, KEL. TEBET TIMUR. KEC. TEBET, JAKARTA SELATAN 12820 TELP. 021-29465368-021-29465359 EMAIL : PANJIMASWISATA.HAJIUMRAH@GMAIL.COM",0,Detail
2116,"PT. PANORAMA NUR MECCA
Akreditasi: C
Tgl Akreditasi: 07-09-2020
Lembaga Akreditasi: -
STATUS DAFTAR HITAM: TIDAK","NOMOR U.272 TAHUN 2020
TGL SK: 07-09-2020
DIREKTUR: SUTARMAN","RUKO MEGA GROSIR CEMPAKA MAS BLOK P NO. 23, JALAN LETJEN SUPRAPTO, KELURAHAN SUMUR BATU, KECAMATAN KEMAYORAN, KOTA ADMINISTRASI JAKARTA PUSAT, PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA TELP. 02124504863 EMAIL: NURMECCAPANORAMA@GMAIL.COM",0,Detail
2117,"PT. PANRITA MAKKAH ALMUKARRAMAH
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","29032200217620001
TGL SK: 28-06-2022
DIREKTUR: MUHAMMAD TAUFIK ALFARABY","JALAN MANGKA DAENG BTN SEJAHTERA PERMAI BLOK E NOMOR 5 RT/RW: 005/002, KELURAHAN , KECAMATAN , KAB. GOWA, SULAWESI SELATAN TELP. 085256817799 EMAIL: ALMUKARRAMAHLINTASBENUA@GMAIL.COM",0,Detail
2118,"PT. PANTRAVEL
Akreditasi: A
Tgl Akreditasi: 27-03-2023
Lembaga Akreditasi: PT. EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.82 TAHUN 2020
TGL SK: 31-03-2020
DIREKTUR: DJALUWINARNO",JL. DR. SAHARJO NO. 96A RT-RW. 001-007 KEL. MENTENG ATAS KEC. SETIABUDI KOTA ADMINISTRASI JAKARTA SELATAN PROVINSI DKI JAKARTA TELP. 0218309391 EMAIL: ALHIJRAH@PANTRAVEL.CO.ID,0,Detail
2119,"PT. PARAMUDA CAHAYA NUSANTARA
Akreditasi: B
Tgl Akreditasi: 25-10-2019
Lembaga Akreditasi: KEMENAG
STATUS DAFTAR HITAM: TIDAK","NOMOR U.40 TAHUN 2020
TGL SK: 11-03-2020
DIREKTUR: MARGARET ALIYATUL, MSS","JL. OTISTA RAYA RUKO PRIMA BLOK A/32 RT 003/ RW 011 KEL. CIPUTAT, KEC. CIPUTAT, KAB. TANGERANG SELATAN PROVINSI BANTEN TELP. 0217499742 EMAIL: PARAMUDA.TRAVEL@GMAIL.COM",0,Detail
2120,"PT. PARAMUDA GOTRAVEL INDONESIA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","28122303629980003
TGL SK: 15-04-2024
DIREKTUR: YEPPY SEPRINDO","JALAN ARIF RAHMAN HAKIM BLOK A NO. 14 LK III RT/RW: 001/000, KELURAHAN WAY HALIM PERMAI, KECAMATAN WAY HALIM, KOTA BANDAR LAMPUNG, LAMPUNG. TELP. 085384448888 EMAIL: PARAMUDAGOTRAVELINDONESIA@GMAIL.COM",0,Detail
2121,"PT. PARIWISATA ANDALAN INDONESIA
Akreditasi: B
Tgl Akreditasi: 15-11-2023
Lembaga Akreditasi: PT IRQA INDONESIA
STATUS DAFTAR HITAM: TIDAK","NOMOR U.364 TAHUN 2021
TGL SK: 02-08-2021
DIREKTUR: SLAMET WAHYUDI","GEDONG PRIMA RUANGAN 2, JALAN HARAPAN I NO. 30 RT. 02 RW. 005 KELURAHAN SETU KECAMATAN CIPAYUNG KOTA ADMINISTRASI JAKARTA TIMUR PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA 13880 TELP. 02122175538 EMAIL: PADI_TOUR@YAHOO.COM",0,Detail
2122,"PT. PARIWISATA QURANI BERKAH GEMILANG
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02200044520360002
TGL SK: 27-02-2024
DIREKTUR: LANA SALIKAH AZHARIYYAH","JALAN CIJAMBE, RUKO MADANI REGENCY NOMOR 1 RT-RW: 006-006, KELURAHAN PASIR ENDAH, KECAMATAN UJUNGBERUNG, KOTA BANDUNG, JAWA BARAT. TEEPON : 081312778950 EMAIL : PARIWISATAQURANIBERKAHGEMILANG@GMAIL.COM",0,Detail
2123,"PT. PATIHINDO PERMAI
Akreditasi: B
Tgl Akreditasi: 03-12-2019
Lembaga Akreditasi: KEMENAG
STATUS DAFTAR HITAM: TIDAK","NOMOR U.34 TAHUN 2020
TGL SK: 11-03-2020
DIREKTUR: DEDDY RUSBANDI S. H","JL. PANGERAN ANTASARI NO. 45 RT 07-RW 07, KEL. CIPETE SELATAN, KEC. KEBAYORAN BARU, JAKARTA SELATAN PROVINSI DKI JAKARTA TELP. (021) 7254591 EMAIL: PATIHINDO.UMROH.BRAWIJAYA@GMAIL.COM",0,Detail
2124,"PT. PATRA JAYA HUMAIRAH
Akreditasi: B
Tgl Akreditasi: 25-09-2019
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR 59 TAHUN 2020
TGL SK: 12-02-2020
DIREKTUR: H. GAMMAL FAUZAN, SE","Jl. AH. Nasution, Perumahan Griya.Milala Mas Ruko No. A 8, Medan Johor, Sumatera Utara Telp ; 081275841010 Email : patrajayahumairah@gmail.com",1,Detail
2125,"PT. PATUA INSANI SAPULO
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02440009811410001
TGL SK: 24-07-2023
DIREKTUR: ISMAYANTI AZIS","JL. AP. PETTARANI RUKO BUSSINESS CENTRE III BLOK B1-B2 RT-RW: 006-001, KELURAHAN MASALE, KECAMATAN PANAKKUKANG, KOTA MAKASSAR, SULAWESI SELATAN. TELEPON : 085398058336 EMAIL : RATNALADA4@GMAIL.COM",0,Detail
2126,"PT. PATUNA MEKAR JAYA
Akreditasi: A
Tgl Akreditasi: 22-11-2024
Lembaga Akreditasi: PT DIFAYA TERAMPIL MANDIRI
STATUS DAFTAR HITAM: TIDAK","NOMOR 812 TAHUN 2019
TGL SK: 19-09-2019
DIREKTUR: SYAM RESFIADI","JL. PANGLIMA POLIM RAYA NO.43A, KEL. MELAWAI, KEC. KEBAYORAN BARU,JAKARTA SELATAN, DKI JAKARTA TELP. (021) 7228830,7255411 FAX. (021) 7200414, 7200415 EMAIL: PATUNA.TOURS@GMAIL.COM",22,Detail
2127,"PT. PDA TIGI MAAYA
Akreditasi: A
Tgl Akreditasi: 30-10-2024
Lembaga Akreditasi: PT DIFAYA TERAMPIL MANDIRI
STATUS DAFTAR HITAM: TIDAK","NOMOR 796 TAHUN 2019
TGL SK: 19-09-2019
DIREKTUR: ED FAUZAN","JL. ARIFIN AHMAD RT. 03- RW. 15, KEL. SIDOMULYO TIMUR, KEC. MARPOYAN DAMAI, KOTA PEKAN BARU, RIAU TELP. (0761) 589666 EMAIL: PDATRAVEL@GMAIL.COM",0,Detail
2128,"PT. PELANGI WISATA MADANIAH
Akreditasi: A
Tgl Akreditasi: 09-01-2024
Lembaga Akreditasi: PT MUTU AGUNG LESTARI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.219 TAHUN 2020
TGL SK: 03-08-2020
DIREKTUR: HENDIKA SOFYAN DJABAR","JL. TAMALATE 1 NO. 13 A, KELURAHAN MAPALA, KECAMATAN RAPPOCINI, KOTA MAKASSAR, PROVINSI SULAWESI SELATAN TELP. 04114101792 EMAIL: PELANGI.WISATA.MADANIAH@GMAIL.COM",0,Detail
2129,"PT. PELITA KENCANA BUANA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","08072200337790002
TGL SK: 30-08-2024
DIREKTUR: SURENDRO PRASETYO","""GD MENARA BIDAKARA 2 LT 9 UNIT 4 JL GATOT SUBROTO KAV 71-73 RT-RW: 00-00, KELURAHAN MENTENG DALAM, KECAMATAN TEBET, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA. TELEPON : 02183708749 EMAIL : PELITAKENCANABUANA@GMAIL.COM",0,Detail
2130,"PT. PELITA SURYA WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02650009327240002
TGL SK: 13-06-2024
DIREKTUR: T CAKRATAMA RAFISYAH PUTRA","JL. MOCH. KAHFI I NO. 1 J RT-RW: 005-006, KELURAHAN JAGAKARSA, KECAMATAN JAGAKARSA, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA. TELEPON : 081212976297 EMAIL : PSW.TRAVEL21@GMAIL.COM",0,Detail
2131,"PT. PENATA RIHLAH
Akreditasi: B
Tgl Akreditasi: 28-12-2016
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR U.333 TAHUN 2020
TGL SK: 24-09-2020
DIREKTUR: HJ. KHURUN IEN, SH","JLN. RUSLI HAKIM NO. 1C RT. 001 RW. 002 KEL. PEJATEN BARAT, KEC. PASAR MINGGU, JAKARTA SELATAN TELP: 0217949155 EMAIL: PENATOUR14@GMAIL.COM",1,Detail
2132,"PT. PENJURU WISATA NAHDLATUL UMMAT (PWNU)
Akreditasi: C
Tgl Akreditasi: 17-10-2020
Lembaga Akreditasi: -
STATUS DAFTAR HITAM: TIDAK","NOMOR U.389 TAHUN 2020
TGL SK: 17-10-2020
DIREKTUR: BAMBANG NYOTO MIYARSO","JALAN HARAPAN UJUNG BATU, RT. 002 RW. 011, KEL. UJUNG BATU, KEC. UJUNG BATU, KAB. ROKAN HULU, PROVINSI RIAU TELP. 076223234 EMAIL: ADMIN@PWNU.CO.ID",0,Detail
2133,"PT. PENJURU WISATA NEGERI
Akreditasi: B
Tgl Akreditasi: 20-05-2019
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR 622 TAHUN 2019
TGL SK: 02-07-2019
DIREKTUR: RIZKI KURNIAWAN N","JLN BY PASS KM 13 RT 03/RW 5, KEL. SUNGAI SAPIH, KEC. KURANJI, KOTA PADANG, SUMATERA BARAT, TELP. (0751) 463796, EMAIL: ADMIN@NET.CO.ID",32,Detail
2134,"PT. PERCIKAN IMAN TOUR
Akreditasi: B
Tgl Akreditasi: 28-12-2017
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR 455 TAHUN 2018
TGL SK: 13-07-2018
DIREKTUR: ASEP AWALUDIN","JL. TAMAN CITARUM NO. 9, RT. 001, RW. 007, KEL. CITARUM, KEC. BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT TELP. (022) 7103100 FAX. (022) 4234971 EMAIL: CSO@PERCIKANIMANTOURS.CO.ID",0,Detail
2135,"PT. PERJALANAN ATA NANGGROE
Akreditasi: C
Tgl Akreditasi: 19-01-2024
Lembaga Akreditasi: PT DIFAYA TERAMPIL MANDIRI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.380 TAHUN 2020
TGL SK: 17-10-2020
DIREKTUR: ISMAIL","JL. TGK. CHIK DITIRO NO. 7 GAMPONG SUKADAMAI KECAMATAN LUENG BATA KOTA BANDA ACEH, PROVINSI ACEH TELP. 065134411 EMAIL: ATANANGGROE20@GMAIL.COM",0,Detail
2136,"PT. PERJALANAN IBADAH BERKAH
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","22032200607230003
TGL SK: 11-05-2024
DIREKTUR: LUTHFI ABDUL JABBAR","JL. ORCHARD WALK, RUKO ARCADE BLOK A NO. 11 RT-RW: 006-012, KELURAHAN MULYAHARJA, KECAMATAN BOGOR SELATAN, KOTA BOGOR, JAWA BARAT. TELEPON : 081290969712 EMAIL : PERJALANANIBADAHBERKAH@GMAIL.COM",0,Detail
